geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.990609999782 40.68673433215689),F-G,Smith St & Bergen St At Sw Corner (To Coney Island Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
POINT (-73.99051300078337 40.68687633410579),F-G,Smith St & Bergen St At Nw Corner (To Coney Island Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
POINT (-73.97298699969143 40.68598133332869),A-C,9 Greene Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87454099841628 40.82967633464484),6,1200 Morrison Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.80187299936445 40.7018203324686),E-J-Z,Intersection Of Archer Avenue And 153 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
POINT (-73.86219800111897 40.75006233303874),7,103-07 Roosevelt Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93573600045853 40.69702333249273),J-M-Z,926 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
POINT (-73.96767200164246 40.57651833338799),B-Q,101 Brighton Beach Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.92947099920913 40.69388633186983),J,1117 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.98436999870486 40.76143233207523),1-2,1627 Broadway (Downtown Only),http://www.mta.info/nyct/service/,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95630099976115 40.71684333371994),L,214 North 7 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94944335360229 40.68052584479689),A-C,1293 Fulton Street (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97925599951772 40.66599933246061),F,820 8 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.94922899942455 40.71393933378963),G-L,566 Lorimer Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
POINT (-73.93704000115962 40.74883533435743),E-M-R,29-00 Northern Boulevard,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.89671399742942 40.67446233435848),A-C,349 Liberty Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.00880372627877 40.70675485279404),2-3,47 Pine Street,http://www.mta.info/nyct/service/,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.00915599840064 40.7101623335782),2-3-4-5-A-C-J-Z,192 Broadway (Enter On John St.),http://www.mta.info/nyct/service/,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.99797700063674 40.72426033411965),N-R,565 Broadway (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
POINT (-73.94879500027596 40.6450343328161),2-5,3010 Beverly Road (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.01333346152813 40.70160556260407),1,1 Whitehall Street,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94907099964718 40.69550433254126),G,567 Marcy Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.95067400138412 40.66323833433209),2-5,1021 Nostrand Avenue,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93333899822264 40.84942433164034),1,1422 St Nicholas Avenue,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95912625943119 40.70869997335709),J-M-Z,266 Broadway (To Queens And Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
POINT (-73.98078799993546 40.75899633287422),B-D-F-M,1220 6 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
POINT (-73.95314699946532 40.74242433193504),7-7 Express,Jackson Ave & 50th Ave At Sw Corner (To Flushing Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97827998787976 40.75227938059332),4-5-6-6 Express-7-7 Express-S,Vanderbilt Ave & 42nd St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.98709700155263 40.75433533164033),1-2-3-7-7 Express-S-A-C-E-N-Q-R,Broadway & 40th St At Sw Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.98393426113782 40.75533371142378),7-7 Express-B-D-F-M,6th Ave & 42nd St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
POINT (-73.95069799958877 40.78590333387811),4-6-6 Express,Lexington Ave & 96th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97214300048444 40.75715333198711),4-6-6 Express-E-M,Lexington Ave & 51st St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
POINT (-74.00363699899597 40.71389033142117),4-5-6-6 Express-J-Z,Centre St & Reade St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.99105000077594 40.73533233339835),4-5-6-6 Express-L-N-Q-R,Broadway & 14th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
POINT (-73.98160000082274 40.74624233273632),4-6-6 Express,Park Ave & 33rd St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98928000159582 40.73436133262474),4-5-6-6 Express-L-N-Q-R,101 East 14 Street,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
POINT (-73.94163399904488 40.7984193330428),4-6-6 Express,Lexington Ave & 116th St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.79472999905258 40.71018433432651),F,168th St & Hillside Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.78265099788931 40.71306033145459),F,180th St & Hillside Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.79651699991558 40.59113433360243),A,Beach 67th St & Rockaway Frwy At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.76824699922861 40.59522633407773),A,Beach 36th & Edgemere Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90058384516753 40.66361594377863),L,Van Sinderen Ave & Livonia Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.82452099895421 40.68620833466065),A-S,Lefferts Blvd & Liberty Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-74.0015700011981 40.60782033482737),D,18th Ave & 85th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88650400034757 40.87399733175575),B-D,Grand Concourse & 203rd St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.8675240003768 40.86553733202321),2-5,White Plains Rd & Allerton Ave At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.85178799862977 40.83409233267884),6-6 Express,Castle Hill Ave & Westchester Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.85041799949241 40.90357833231423),2,White Plains Rd & 241st St At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86142799948331 40.73007033133913),E-M-R,63rd Dr & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.99106492486258 40.69262819075484),2-3-4-5-N-R,Court St & Joralemon St At Nw Corner,http://www.mta.info/nyct/service/,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
POINT (-74.00038800071849 40.71819733308142),4-6-6 Express-J-Z-N-Q-R,Lafayette St & Canal St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True
POINT (-74.00608000048983 40.72256933262027),1,Canal St & Varick St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94006249799376 40.67995374361338),A-C,Throop Ave & Fulton St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92990841790395 40.81329420273595),4-5,Grand Concourse & 138th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84498799895269 40.72221833521503),E-F-M-R,70th Rd & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
POINT (-73.80258699745073 40.70758333446857),F,Parsons Blvd & Hillside Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.8135559996838 40.58795133395853),A-S,Beach 89th St & Rockaway Frwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.88298046949809 40.74283455739679),E-M-R,Britton Ave & Broadway At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.94533400099503 40.74613033368582),7-7 Express,23rd St & 45th Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92923200098528 40.75218333236633),E-M-R,35th St & 38th Ave At Sw Corner (To Manhattan And Brooklyn Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.94249100113863 40.75413133395856),F,21st St & 41st Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.9973500017352 40.74642733369624),A-C-E,8th Ave & 25th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
POINT (-73.99266900022438 40.75279633356983),A-C-E,8th Ave & 35th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
POINT (-73.98656200099786 40.73947733233823),4-6-6 Express,Park Ave & 22nd St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99104900086317 40.75598933353213),1-2-3-7-7 Express-S-A-C-E-N-Q-R,613 8 Avenue,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.9485725785534 40.74249453750278),7-7 Express,21st St & 49th Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94785400166816 40.79024133447294),4-6-6 Express,Lexington Ave & 103rd St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98998399948583 40.75746333374076),1-2-3-7-7 Express-S-A-C-E-N-Q-R,8th Ave & 42nd St At Nw Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.98713328438697 40.75624162154404),1-2-3-7-7 Express-S-A-C-E-N-Q-R,7th Ave & 42nd St At Nw Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.97179799986856 40.75700833386019),4-6-6 Express-E-M,Lexington Ave & 51st St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
POINT (-74.00021599877719 40.71835833207675),4-6-6 Express-J-Z-N-Q-R,Lafayette St & Canal St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True
POINT (-73.99028299856438 40.73452233239256),4-5-6-6 Express-L-N-Q-R,4th Ave & 14th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
POINT (-73.99088699934882 40.75610133342867),1-2-3-7-7 Express-S-A-C-E-N-Q-R,8th Ave & 40th St At Nw Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.98848499890335 40.74856333338706),B-D-F-M-N-Q-R,6th Ave & 32nd St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False
POINT (-73.98710799838669 40.75450733261641),1-2-3-7-7 Express-S-A-C-E-N-Q-R,Broadway & 40th St At Nw Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-74.0093749994158 40.71111533301157),2-3-4-5-A-C-J-Z,Broadway & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.83872999945689 40.6812893340587),A-S,104-02 102 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.9897890011956 40.73515933339937),4-5-6-6 Express-L-N-Q-R,101 East 14 Street (Enter On E 14th St),http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
POINT (-73.97639600068396 40.75135233339537),4-5-6-6 Express-7-7 Express-S,117 East 41 Street,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.9863110005961 40.75557533403023),1-2-3-7-7 Express-S-A-C-E-N-Q-R,Broadway & 42nd St At Se Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.98123499838594 40.76425733240522),N-Q-R,7th Ave & 55th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
POINT (-73.97626384970887 40.6871475377162),G,Fort Greene Pl & Lafayette Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.86006999761995 40.67945733219037),A-S,77th St & Liberty Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.87161399885288 40.69020333331083),J,Autumn Ave & Jamaica Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.83036901010982 40.66037219517736),A,103rd St & 159th Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89891028025303 40.6512091169062),L,Turnbull Ave & E 105th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90052577955414 40.66334876274499),L,Van Sinderen Ave & Livonia Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90231906862024 40.66978368666378),L,Lirr Bay Ridge Divide & Belmont Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.85051962728613 40.68001996523844),A-S,88th St & Liberty Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.85046799749692 40.69414933237086),J-Z,95th St & Jamaica Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.84256299791593 40.68079833450584),A-S,97th St & Liberty Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.83697100070914 40.68216333365102),A-S,104th St & Liberty Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.83285599846592 40.68428033424922),A-S,109th St & Liberty Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.82700799752487 40.68595333344992),A-S,116th St & Liberty Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.82923100100534 40.70052033396541),J-Z,121st St & Jamaica Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.82754363636043 40.70077434177205),J-Z,123rd St & Jamaica Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-74.03122500283813 40.61617133468474),R,4th Ave & 95th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
POINT (-74.03029500100251 40.61752933319865),R,4th Ave & 93th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
POINT (-74.02832000036138 40.62254533159509),R,4th Ave & 86th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
POINT (-74.02545299862045 40.62948033300987),R,4th Ave & 77th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
POINT (-74.00150700005953 40.60764733351811),D,18th Ave & 85th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.00059300158088 40.61284133318836),D,New Utrecht Ave & 79th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99825599891217 40.60446033462966),D,20th Ave & 86th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99826400081109 40.60478233489177),D,20th Ave & 86th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99378599913048 40.60177933374535),D,Bay Pkwy & 86th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99884999896514 40.61895233309453),D,New Utrecht Ave & 71st St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9914920021037 40.62132133380775),N,17th Ave & 64th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.99651199934779 40.62718433436362),D-N,14th Ave & 61st St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.99594600049822 40.6242773330309),D-N,63rd St & 15th Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.9953190000366 40.63140433396109),D,New Utrecht Ave & 55th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98111500065262 40.57695233316775),D-F-N-Q,Stillwell Ave & Mermaid Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
POINT (-73.97477776103727 40.58054768657653),F,West 6th St & Neptune Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.98348899882102 40.58813233495802),D,Stillwell Ave & Bay 50th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98740200121773 40.59788333463624),D,25th Ave & 86th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98719899850158 40.59809233370476),D,25th Ave & 86th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97402099967479 40.59039733347802),F,Mcdonald Ave & Avenue X At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97933499901598 40.59851233404341),N,8th St & Avenue T At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.96800800053821 40.57617333154767),Q,Ocean Pkwy & Brighton Beach Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.96165599967398 40.57742233372552),B-Q,Branch 6 St & Brighton Beach Rd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.96038299786348 40.57768333401412),B-Q,Branch 7 St & Brighton Beach Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.97334700154657 40.59507333198268),F,Mcdonald Ave & Gravesend Neck Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.98220100099333 40.61307733150046),N,Bay Pkwy & 66th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.98161800125419 40.61054433248625),N,8th St & Avenue O At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
